Header,Estimated Weight (Da)
>NODE_3477_length_14391_cov_8.271900__full,4457183.2
>NODE_3479_length_14390_cov_8.253516__full,4446599.0
>NODE_3480_length_14389_cov_12.819384__full,4452025.8
>NODE_3484_length_14384_cov_12.700735__full,4450052.8
>NODE_3487_length_14378_cov_7.095315__full,4452848.6
>NODE_3489_length_14366_cov_14.478447__full,4439724.2
>NODE_3492_length_14363_cov_12.573261__full,4443172.6
>NODE_3498_length_14328_cov_8.245414__full,4429531.6
>NODE_3500_length_14321_cov_17.645760__full,4421032.2
>NODE_3503_length_14313_cov_8.382581__full,4430710.6
>NODE_3505_length_14310_cov_18.174513__full,4430169.0
>NODE_3508_length_14303_cov_27.257392__full,4417958.6
>NODE_3510_length_14295_cov_6.367287__full,4415780.0
>NODE_3515_length_14286_cov_13.998731__full,4426626.2
>NODE_3520_length_14282_cov_23.753508__full,4414977.4
>NODE_3523_length_14277_cov_28.400197__full,4415148.4
>NODE_3528_length_14256_cov_24.172777__full,4405309.2
>NODE_3531_length_14248_cov_25.788324__full,4400203.6
>NODE_3533_length_14248_cov_9.043395__full,4402737.6
>NODE_3535_length_14243_cov_14.935096__full,4400305.6
>NODE_3538_length_14238_cov_10.454346__full,4391389.6
>NODE_3540_length_14232_cov_7.523810__full,4393323.4
>NODE_3541_length_14231_cov_11.916431__full,4400302.2
>NODE_3542_length_14231_cov_10.256652__full,4394828.2
>NODE_3546_length_14221_cov_9.521668__full,4398731.2
>NODE_3550_length_14216_cov_7.432316__full,4403927.2
>NODE_3551_length_14211_cov_9.525439__full,4414427.2
>NODE_3552_length_14209_cov_17.080936__full,4385754.8
>NODE_3554_length_14204_cov_10.013825__full,4377729.8
>NODE_3558_length_14198_cov_12.964536__full,4387938.6
>NODE_3564_length_14176_cov_8.172764__full,4393879.2
>NODE_3565_length_14173_cov_7.585690__full,4381258.6
>NODE_3566_length_14171_cov_8.815662__full,4379686.2
>NODE_3567_length_14171_cov_7.962692__full,4369753.2
>NODE_3568_length_14170_cov_9.083434__full,4360420.0
>NODE_3569_length_14163_cov_10.658916__full,4371552.6
>NODE_3571_length_14160_cov_18.885570__full,4372893.0
>NODE_3577_length_14147_cov_17.992454__full,4376557.4
>NODE_3578_length_14146_cov_15.840678__full,4368885.2
>NODE_3586_length_14134_cov_7.744567__full,4368158.8
>NODE_3588_length_14123_cov_30.156018__full,4358830.6
>NODE_3590_length_14118_cov_19.057208__full,4370241.6
>NODE_3594_length_14102_cov_13.292937__full,4357364.4
>NODE_3595_length_14099_cov_13.459000__full,4359033.8
>NODE_3599_length_14090_cov_8.419198__full,4353773.0
>NODE_3606_length_14079_cov_9.058655__full,4353991.8
>NODE_3607_length_14079_cov_8.265808__full,4348311.8
>NODE_3611_length_14068_cov_12.174171__full,4347630.6
>NODE_3613_length_14062_cov_11.740242__full,4352420.4
>NODE_3617_length_14055_cov_7.505517__full,4331840.0
>NODE_3621_length_14049_cov_228.940717__full,4340586.8
>NODE_3626_length_14043_cov_10.987952__full,4350416.6
>NODE_3627_length_14035_cov_11.405210__full,4351150.0
>NODE_3630_length_14032_cov_10.157253__full,4332175.4
>NODE_3634_length_14014_cov_9.828674__full,4338083.8
>NODE_3636_length_14010_cov_23.406082__full,4324885.0
>NODE_3642_length_13995_cov_9.786485__full,4326760.0
>NODE_3644_length_13994_cov_38.753365__full,4325702.8
>NODE_3646_length_13992_cov_6.982077__full,4323031.4
>NODE_3651_length_13975_cov_18.173465__full,4284383.0
>NODE_3652_length_13972_cov_15.513515__full,4314461.4
>NODE_3653_length_13971_cov_6.909314__full,4310410.2
>NODE_3656_length_13967_cov_6.918950__full,4310767.4
>NODE_3657_length_13962_cov_5.093053__full,4306043.4
>NODE_3660_length_13955_cov_7.587976__full,4326151.0
>NODE_3664_length_13947_cov_19.171433__full,4311284.4
>NODE_3669_length_13926_cov_141.004339__full,4294530.2
>NODE_3672_length_13917_cov_8.519250__full,4305401.4
>NODE_3673_length_13916_cov_8.982630__full,4306466.2
>NODE_3675_length_13910_cov_11.759757__full,4296064.0
>NODE_3676_length_13904_cov_7.622963__full,4292440.8
>NODE_3683_length_13888_cov_10.961781__full,4296137.6
>NODE_3685_length_13877_cov_14.535854__full,4283591.4
>NODE_3686_length_13875_cov_20.341899__full,4280343.0
>NODE_3691_length_13861_cov_13.193867__full,4286779.2
>NODE_3695_length_13851_cov_11.788322__full,4270227.2
>NODE_3709_length_13820_cov_44.641061__full,4275321.0
>NODE_3710_length_13817_cov_9.246319__full,4273115.4
>NODE_3711_length_13816_cov_18.775971__full,4246399.2
>NODE_3714_length_13799_cov_8.598686__full,4280289.8
>NODE_3717_length_13795_cov_16.778621__full,4264865.0
>NODE_3718_length_13794_cov_18.118510__full,4272346.8
>NODE_3722_length_13787_cov_7.132890__full,4263034.4
>NODE_3724_length_13784_cov_15.347388__full,4255984.8
>NODE_3727_length_13782_cov_17.920047__full,4261860.4
>NODE_3730_length_13774_cov_22.378574__full,4261917.8
>NODE_3732_length_13772_cov_19.222117__full,4250699.4
>NODE_3737_length_13753_cov_7.886553__full,4254726.6
>NODE_3739_length_13749_cov_6.478974__full,4260643.8
>NODE_3741_length_13738_cov_8.814209__full,4248362.6
>NODE_3746_length_13728_cov_10.814733__full,4245542.6
>NODE_3749_length_13720_cov_9.154174__full,4240074.0
>NODE_3752_length_13716_cov_7.121760__full,4227628.2
>NODE_3754_length_13704_cov_24.171040__full,4250121.8
>NODE_3755_length_13698_cov_19.274505__full,4232172.6
>NODE_3759_length_13685_cov_15.415207__full,4213780.0
>NODE_3761_length_13681_cov_10.746871__full,4221178.2
>NODE_3767_length_13670_cov_8.826026__full,4213953.0
>NODE_3771_length_13662_cov_8.579297__full,4231843.4
>NODE_3773_length_13660_cov_7.647666__full,4247572.0
>NODE_3775_length_13653_cov_11.807437__full,4226069.6
>NODE_3780_length_13642_cov_14.366315__full,4215085.4
>NODE_3785_length_13634_cov_9.432065__full,4215170.8
>NODE_3786_length_13631_cov_12.254064__full,4219013.2
>NODE_3788_length_13630_cov_16.906215__full,4212607.0
>NODE_3796_length_13607_cov_11.710986__full,4207958.4
>NODE_3798_length_13599_cov_30.551185__full,4176764.8
>NODE_3800_length_13598_cov_15.988666__full,4200873.6
>NODE_3801_length_13597_cov_9.915247__full,4201893.4
>NODE_3805_length_13592_cov_10.966501__full,4189766.4
>NODE_3806_length_13590_cov_18.030539__full,4201524.0
>NODE_3807_length_13588_cov_27.386760__full,4208627.6
>NODE_3811_length_13584_cov_7.597998__full,4202011.8
>NODE_3815_length_13578_cov_11.205876__full,4200874.6
>NODE_3816_length_13577_cov_7.640006__full,4196425.4
>NODE_3821_length_13556_cov_16.821728__full,4187407.2
>NODE_3822_length_13550_cov_7.397145__full,4189624.0
>NODE_3831_length_13520_cov_7.117279__full,4176244.0
>NODE_3832_length_13519_cov_8.661475__full,4168551.8
>NODE_3844_length_13500_cov_12.356988__full,4163723.0
>NODE_3850_length_13492_cov_11.483163__full,4152908.4
>NODE_3858_length_13471_cov_8.379450__full,4157815.2
>NODE_3859_length_13470_cov_50.761873__full,4151549.0
>NODE_3860_length_13466_cov_5.987282__full,4162339.2
>NODE_3862_length_13461_cov_18.037644__full,4158951.2
>NODE_3864_length_13458_cov_10.073508__full,4146282.6
>NODE_3865_length_13457_cov_31.036757__full,4144229.4
>NODE_3866_length_13456_cov_8.046567__full,4150153.2
>NODE_3869_length_13446_cov_16.764142__full,4165372.2
>NODE_3872_length_13445_cov_9.800989__full,4157763.0
>NODE_3874_length_13439_cov_7.558096__full,4151200.8
>NODE_3881_length_13430_cov_19.443253__full,4152426.0
>NODE_3883_length_13426_cov_13.562317__full,4151638.2
>NODE_3884_length_13426_cov_10.249193__full,4128959.2
>NODE_3886_length_13422_cov_52.843279__full,4146848.4
>NODE_3888_length_13418_cov_19.922216__full,4158944.6
>NODE_3889_length_13414_cov_7.983627__full,4160868.8
>NODE_3890_length_13410_cov_17.746300__full,4149588.0
>NODE_3891_length_13410_cov_7.783562__full,4145925.0
>NODE_3894_length_13404_cov_33.070049__full,4136219.8
>NODE_3902_length_13384_cov_30.708769__full,4135986.8
>NODE_3904_length_13376_cov_10.083151__full,4127671.2
>NODE_3905_length_13374_cov_7.820791__full,4135057.8
>NODE_3906_length_13371_cov_9.586423__full,4122354.2
>NODE_3910_length_13362_cov_16.731207__full,4133079.4
>NODE_3911_length_13361_cov_21.583170__full,4133852.2
>NODE_3913_length_13360_cov_9.480808__full,4135559.0
>NODE_3914_length_13359_cov_15.851885__full,4142129.8
>NODE_3915_length_13357_cov_10.190979__full,4117322.4
>NODE_3919_length_13346_cov_12.466294__full,4115262.2
>NODE_3922_length_13332_cov_38.561777__full,4111138.4
>NODE_3926_length_13330_cov_13.347064__full,4120069.0
>NODE_3927_length_13324_cov_9.039093__full,4111977.8
>NODE_3930_length_13314_cov_28.156565__full,4128748.8
>NODE_3933_length_13309_cov_22.489326__full,4106561.8
>NODE_3935_length_13307_cov_7.534979__full,4113908.4
>NODE_3936_length_13305_cov_8.260563__full,4109969.0
>NODE_3938_length_13298_cov_8.377604__full,4113065.6
>NODE_3944_length_13284_cov_14.533106__full,4104329.8
>NODE_3945_length_13284_cov_13.372545__full,4099189.8
>NODE_3946_length_13283_cov_18.798620__full,4106087.6
>NODE_3947_length_13280_cov_20.899401__full,4090949.0
>NODE_3948_length_13276_cov_13.988085__full,4100492.2
>NODE_3952_length_13268_cov_7.003265__full,4092674.6
>NODE_3953_length_13268_cov_6.230314__full,4099362.6
>NODE_3954_length_13266_cov_45.377231__full,4101108.2
>NODE_3955_length_13266_cov_8.507785__full,4089225.2
>NODE_3956_length_13265_cov_10.080131__full,4094434.0
>NODE_3960_length_13248_cov_9.149517__full,4086146.6
>NODE_3962_length_13247_cov_7.919075__full,4091079.4
>NODE_3966_length_13241_cov_10.996956__full,4096537.2
>NODE_3969_length_13234_cov_8.558584__full,4092294.8
>NODE_3981_length_13213_cov_7.432896__full,4073467.6
>NODE_3983_length_13207_cov_14.601160__full,4102091.4
>NODE_3988_length_13200_cov_5.164415__full,4099322.0
>NODE_3991_length_13192_cov_8.233713__full,4073040.4
>NODE_3992_length_13183_cov_13.722791__full,4064880.6
>NODE_3995_length_13169_cov_19.534660__full,4070271.8
>NODE_3996_length_13164_cov_7.543054__full,4069499.8
>NODE_4000_length_13155_cov_11.866039__full,4071325.0
>NODE_4001_length_13155_cov_11.041284__full,4073509.0
>NODE_4005_length_13140_cov_9.313396__full,4062215.0
>NODE_4007_length_13137_cov_8.780488__full,4052409.4
>NODE_4010_length_13129_cov_18.705909__full,4061004.8
>NODE_4011_length_13126_cov_10.666078__full,4047137.2
>NODE_4012_length_13125_cov_10.093659__full,4065785.0
>NODE_4013_length_13125_cov_9.980424__full,4058252.0
>NODE_4017_length_13120_cov_13.014822__full,4039842.0
>NODE_4018_length_13120_cov_9.700637__full,4052299.0
>NODE_4020_length_13115_cov_12.257299__full,4042633.0
>NODE_4024_length_13104_cov_7.725798__full,4042841.8
>NODE_4029_length_13095_cov_11.444367__full,4053791.0
>NODE_4034_length_13084_cov_13.066384__full,4042677.8
>NODE_4041_length_13074_cov_8.788362__full,4029037.8
>NODE_4045_length_13071_cov_9.263568__full,4033766.2
>NODE_4046_length_13066_cov_14.711267__full,4042147.2
>NODE_4049_length_13053_cov_10.603983__full,4038364.6
>NODE_4050_length_13049_cov_7.605405__full,4030419.8
>NODE_4051_length_13047_cov_13.237952__full,4039581.4
>NODE_4052_length_13044_cov_16.226110__full,4037082.8
>NODE_4056_length_13034_cov_9.256745__full,4026445.8
>NODE_4063_length_13015_cov_9.115748__full,4011933.0
>NODE_4066_length_13009_cov_10.161658__full,3993853.8
>NODE_4072_length_12996_cov_16.782585__full,4009664.2
>NODE_4077_length_12991_cov_9.432051__full,4010596.2
>NODE_4084_length_12985_cov_8.765016__full,4020284.0
>NODE_4085_length_12983_cov_7.334989__full,4013929.6
>NODE_4087_length_12976_cov_9.063602__full,4013787.2
>NODE_4089_length_12972_cov_12.307776__full,4005873.4
>NODE_4090_length_12969_cov_9.949340__full,4009949.8
>NODE_4094_length_12964_cov_9.536572__full,4008729.8
>NODE_4095_length_12963_cov_16.392724__full,3983779.6
>NODE_4098_length_12952_cov_13.358438__full,4018316.4
>NODE_4108_length_12921_cov_10.563173__full,3990627.2
>NODE_4109_length_12918_cov_13.011233__full,3988293.6
>NODE_4110_length_12917_cov_19.229521__full,3985616.4
>NODE_4111_length_12915_cov_16.332475__full,3982763.0
>NODE_4112_length_12913_cov_14.012564__full,3996572.6
>NODE_4114_length_12909_cov_8.401639__full,4002776.8
>NODE_4117_length_12907_cov_8.950344__full,3985331.4
>NODE_4119_length_12900_cov_6.708226__full,3983889.0
>NODE_4123_length_12878_cov_11.316770__full,3977253.6
>NODE_4124_length_12874_cov_8.541292__full,3973686.8
>NODE_4125_length_12873_cov_10.432206__full,3973308.6
>NODE_4128_length_12866_cov_6.417796__full,3975264.2
>NODE_4142_length_12835_cov_5.464353__full,3977790.0
>NODE_4144_length_12829_cov_11.626551__full,3963177.8
>NODE_4145_length_12828_cov_7.699662__full,3956470.6
>NODE_4148_length_12825_cov_9.266384__full,3983611.0
>NODE_4155_length_12808_cov_8.668503__full,3955282.6
>NODE_4156_length_12804_cov_17.837466__full,3956539.8
>NODE_4162_length_12798_cov_8.796126__full,3959358.6
>NODE_4165_length_12793_cov_7.655507__full,3959815.6
>NODE_4166_length_12791_cov_11.279783__full,3944553.2
>NODE_4172_length_12784_cov_6.781001__full,3946984.8
>NODE_4183_length_12761_cov_9.411467__full,3946834.2
>NODE_4188_length_12732_cov_12.812317__full,3931184.4
>NODE_4189_length_12732_cov_10.819679__full,3933700.4
>NODE_4192_length_12720_cov_16.910546__full,3952948.0
>NODE_4194_length_12719_cov_10.859984__full,3930993.8
>NODE_4203_length_12704_cov_9.152003__full,3916680.8
>NODE_4204_length_12700_cov_25.685422__full,3919213.0
>NODE_4205_length_12697_cov_56.170583__full,3922166.4
>NODE_4207_length_12690_cov_14.144786__full,3917675.0
>NODE_4212_length_12684_cov_22.666905__full,3918558.8
>NODE_4214_length_12677_cov_12.062967__full,3913525.4
>NODE_4216_length_12673_cov_8.783124__full,3907926.6
>NODE_4227_length_12647_cov_7.735416__full,3902127.4
>NODE_4229_length_12642_cov_8.938850__full,3906667.4
>NODE_4232_length_12638_cov_7.620783__full,3921044.6
>NODE_4233_length_12629_cov_11.635674__full,3903529.8
>NODE_4241_length_12621_cov_13.286057__full,3907340.2
>NODE_4243_length_12620_cov_9.585896__full,3896272.0
>NODE_4247_length_12617_cov_9.563429__full,3900499.4
>NODE_4250_length_12608_cov_5.722360__full,3899375.6
>NODE_4251_length_12606_cov_8.486847__full,3895824.2
>NODE_4253_length_12599_cov_22.249200__full,3891458.8
>NODE_4256_length_12592_cov_10.816057__full,3889255.4
>NODE_4262_length_12581_cov_6.881750__full,3882955.2
>NODE_4264_length_12575_cov_11.527894__full,3886034.0
>NODE_4265_length_12570_cov_9.197258__full,3884212.0
>NODE_4267_length_12564_cov_9.641717__full,3878890.8
>NODE_4271_length_12557_cov_9.377107__full,3870632.4
>NODE_4274_length_12549_cov_12.314779__full,3873435.8
>NODE_4275_length_12549_cov_8.001526__full,3906245.8
>NODE_4276_length_12548_cov_11.886979__full,3881177.6
>NODE_4279_length_12541_cov_45.700289__full,3880187.2
>NODE_4282_length_12532_cov_10.291563__full,3862238.4
>NODE_4287_length_12518_cov_13.016507__full,3873198.6
>NODE_4291_length_12515_cov_66.358892__full,3872267.0
>NODE_4292_length_12509_cov_13.183159__full,3870799.8
>NODE_4293_length_12507_cov_13.684155__full,3888185.4
>NODE_4295_length_12496_cov_6.813503__full,3866881.2
>NODE_4297_length_12492_cov_8.958525__full,3863797.4
>NODE_4299_length_12487_cov_13.820633__full,3876276.4
>NODE_4304_length_12482_cov_7.276024__full,3857892.4
>NODE_4305_length_12481_cov_5.479406__full,3865495.2
>NODE_4306_length_12480_cov_11.031661__full,3843286.0
>NODE_4308_length_12478_cov_10.406899__full,3851024.6
>NODE_4311_length_12475_cov_18.867485__full,3852957.0
>NODE_4322_length_12457_cov_13.499272__full,3851413.4
>NODE_4324_length_12453_cov_11.689250__full,3851130.6
>NODE_4325_length_12452_cov_9.686149__full,3857036.4
>NODE_4326_length_12451_cov_23.448591__full,3850759.2
>NODE_4330_length_12440_cov_11.077546__full,3847148.0
>NODE_4335_length_12433_cov_9.106129__full,3847804.6
>NODE_4336_length_12430_cov_24.561106__full,3837107.0
>NODE_4340_length_12424_cov_10.391075__full,3850544.8
>NODE_4342_length_12422_cov_7.351538__full,3831037.4
>NODE_4344_length_12411_cov_15.408951__full,3835956.2
>NODE_4345_length_12408_cov_19.823787__full,3811092.6
>NODE_4347_length_12405_cov_27.560296__full,3833383.0
>NODE_4350_length_12403_cov_8.477324__full,3854084.6
>NODE_4351_length_12398_cov_8.696398__full,3824273.6
>NODE_4354_length_12390_cov_11.428444__full,3837940.0
>NODE_4359_length_12387_cov_14.454508__full,3821937.4
>NODE_4366_length_12371_cov_7.387712__full,3815629.2
>NODE_4371_length_12352_cov_5.415572__full,3815253.4
>NODE_4373_length_12343_cov_26.661630__full,3815929.6
>NODE_4375_length_12341_cov_5.548848__full,3840988.2
>NODE_4377_length_12339_cov_7.513399__full,3814371.8
>NODE_4380_length_12331_cov_18.049787__full,3807894.2
>NODE_4383_length_12329_cov_11.859280__full,3814252.8
>NODE_4385_length_12326_cov_15.128486__full,3796785.2
>NODE_4386_length_12326_cov_11.353807__full,3804387.2
>NODE_4387_length_12325_cov_7.390479__full,3817482.0
>NODE_4394_length_12312_cov_8.047081__full,3803323.4
>NODE_4399_length_12305_cov_5.473046__full,3801756.0
>NODE_4400_length_12304_cov_6.070627__full,3803395.8
>NODE_4402_length_12301_cov_6.526225__full,3800336.2
>NODE_4403_length_12299_cov_11.132869__full,3832408.8
>NODE_4404_length_12298_cov_10.364702__full,3799693.6
>NODE_4405_length_12298_cov_6.029429__full,3804810.6
>NODE_4406_length_12296_cov_22.695089__full,3795462.2
>NODE_4409_length_12290_cov_4.874334__full,3796958.0
>NODE_4411_length_12289_cov_6.197949__full,3805531.8
>NODE_4413_length_12287_cov_16.696997__full,3798447.4
>NODE_4416_length_12278_cov_9.226866__full,3793014.6
>NODE_4417_length_12277_cov_13.003285__full,3790072.4
>NODE_4422_length_12267_cov_16.735618__full,3794018.4
>NODE_4423_length_12266_cov_16.610011__full,3785596.2
>NODE_4426_length_12263_cov_7.398553__full,3783528.6
>NODE_4427_length_12262_cov_10.329853__full,3796097.4
>NODE_4429_length_12260_cov_10.675109__full,3782231.0
>NODE_4430_length_12258_cov_8.159306__full,3790587.6
>NODE_4432_length_12255_cov_8.003044__full,3790872.0
>NODE_4437_length_12235_cov_11.598797__full,3788013.0
>NODE_4445_length_12226_cov_8.242764__full,3764316.2
>NODE_4447_length_12222_cov_12.427122__full,3779165.4
>NODE_4448_length_12221_cov_11.065336__full,3771953.2
>NODE_4451_length_12217_cov_13.104060__full,3774477.4
>NODE_4454_length_12215_cov_10.635441__full,3775310.0
>NODE_4459_length_12213_cov_9.974988__full,3761198.6
>NODE_4460_length_12212_cov_13.092793__full,3771490.4
>NODE_4466_length_12199_cov_10.335620__full,3771737.8
>NODE_4470_length_12190_cov_9.787363__full,3761307.0
>NODE_4472_length_12189_cov_8.114971__full,3780181.8
>NODE_4475_length_12180_cov_10.997765__full,3772876.0
>NODE_4479_length_12162_cov_16.251347__full,3759837.4
>NODE_4485_length_12156_cov_6.870366__full,3753683.2
>NODE_4486_length_12155_cov_10.880972__full,3755007.0
>NODE_4488_length_12154_cov_10.577354__full,3752653.8
>NODE_4491_length_12148_cov_21.204581__full,3750977.6
>NODE_4494_length_12145_cov_6.856218__full,3752970.0
>NODE_4497_length_12138_cov_7.253676__full,3744051.6
>NODE_4499_length_12134_cov_28.162277__full,3744805.8
>NODE_4501_length_12133_cov_12.872611__full,3741527.6
>NODE_4511_length_12106_cov_15.433997__full,3743032.2
>NODE_4518_length_12096_cov_30.405768__full,3738227.2
>NODE_4521_length_12087_cov_8.897648__full,3752645.4
>NODE_4523_length_12085_cov_7.250709__full,3732801.0
>NODE_4524_length_12083_cov_11.699766__full,3734687.6
>NODE_4528_length_12080_cov_6.822719__full,3732794.0
>NODE_4531_length_12077_cov_8.077392__full,3731925.4
>NODE_4533_length_12075_cov_7.822144__full,3731919.0
>NODE_4534_length_12070_cov_8.144850__full,3724959.0
>NODE_4540_length_12061_cov_14.490888__full,3743212.2
>NODE_4545_length_12046_cov_26.014481__full,3734005.2
>NODE_4546_length_12045_cov_10.013896__full,3725063.0
>NODE_4549_length_12041_cov_9.648551__full,3711780.2
>NODE_4550_length_12038_cov_10.616216__full,3717627.6
>NODE_4555_length_12031_cov_12.201140__full,3719284.2
>NODE_4557_length_12022_cov_7.414409__full,3709873.4
>NODE_4558_length_12021_cov_13.961500__full,3704306.2
>NODE_4560_length_12009_cov_12.777582__full,3700648.8
>NODE_4571_length_11998_cov_19.269939__full,3710678.6
>NODE_4572_length_11997_cov_7.944865__full,3699457.4
>NODE_4573_length_11996_cov_10.710683__full,3698782.2
>NODE_4577_length_11991_cov_15.636899__full,3703294.2
>NODE_4584_length_11987_cov_11.580165__full,3697037.4
>NODE_4586_length_11984_cov_10.414220__full,3700427.8
>NODE_4589_length_11977_cov_6.950665__full,3694102.4
>NODE_4591_length_11974_cov_10.901389__full,3698544.8
>NODE_4594_length_11970_cov_16.022745__full,3695859.0
>NODE_4595_length_11969_cov_7.335636__full,3687309.8
>NODE_4596_length_11968_cov_7.541410__full,3690767.6
>NODE_4599_length_11963_cov_14.453726__full,3696622.6
>NODE_4603_length_11960_cov_8.417503__full,3695596.0
>NODE_4616_length_11940_cov_8.263745__full,3681355.0
>NODE_4623_length_11917_cov_13.327213__full,3696110.4
>NODE_4625_length_11915_cov_6.435088__full,3685694.0
>NODE_4628_length_11911_cov_6.692685__full,3683079.2
>NODE_4630_length_11909_cov_10.421761__full,3665132.8
>NODE_4634_length_11906_cov_9.553401__full,3699396.2
>NODE_4642_length_11897_cov_23.281488__full,3680980.4
>NODE_4645_length_11894_cov_8.976770__full,3668490.8
>NODE_4648_length_11893_cov_8.625657__full,3674659.6
>NODE_4656_length_11886_cov_27.085094__full,3667552.2
>NODE_4659_length_11881_cov_15.616703__full,3668228.2
>NODE_4663_length_11877_cov_7.399049__full,3673640.4
>NODE_4664_length_11877_cov_6.649007__full,3668515.4
>NODE_4666_length_11864_cov_35.772631__full,3680049.8
>NODE_4668_length_11864_cov_14.016065__full,3667515.8
>NODE_4670_length_11862_cov_6.059849__full,3660325.4
>NODE_4672_length_11856_cov_11.475206__full,3665074.2
>NODE_4673_length_11852_cov_13.182847__full,3644228.4
>NODE_4675_length_11851_cov_7.824711__full,3662267.2
>NODE_4677_length_11849_cov_10.488085__full,3658013.8
>NODE_4679_length_11848_cov_7.775981__full,3658001.6
>NODE_4681_length_11847_cov_9.773664__full,3659656.4
>NODE_4682_length_11846_cov_20.699923__full,3668435.2
>NODE_4684_length_11843_cov_15.653696__full,3657592.6
>NODE_4686_length_11842_cov_11.227029__full,3661268.4
>NODE_4688_length_11837_cov_24.063043__full,3657781.4
>NODE_4692_length_11834_cov_7.321432__full,3659552.8
>NODE_4693_length_11832_cov_6.845734__full,3658833.4
>NODE_4696_length_11828_cov_7.736721__full,3662254.6
>NODE_4700_length_11820_cov_16.537753__full,3660116.0
>NODE_4701_length_11814_cov_17.443961__full,3662661.8
>NODE_4711_length_11791_cov_16.203729__full,3645058.2
>NODE_4712_length_11787_cov_34.416410__full,3674812.4
>NODE_4713_length_11787_cov_10.218771__full,3661219.4
>NODE_4714_length_11786_cov_8.348764__full,3642599.2
>NODE_4723_length_11776_cov_9.875824__full,3636285.2
>NODE_4724_length_11774_cov_7.189208__full,3639632.8
>NODE_4728_length_11770_cov_18.084911__full,3640545.0
>NODE_4729_length_11770_cov_10.634393__full,3643491.0
>NODE_4730_length_11770_cov_6.270500__full,3625998.0
>NODE_4731_length_11766_cov_17.028285__full,3626858.2
>NODE_4733_length_11760_cov_22.443530__full,3636449.0
>NODE_4736_length_11753_cov_10.129226__full,3644381.6
>NODE_4741_length_11744_cov_9.375182__full,3625980.8
>NODE_4747_length_11732_cov_8.656494__full,3623371.4
>NODE_4748_length_11732_cov_8.118198__full,3620058.4
>NODE_4750_length_11726_cov_17.422207__full,3631956.2
>NODE_4751_length_11724_cov_9.943140__full,3627025.8
>NODE_4754_length_11721_cov_7.486319__full,3617121.2
>NODE_4756_length_11717_cov_9.950250__full,3618153.4
>NODE_4761_length_11711_cov_9.210816__full,3619072.2
>NODE_4765_length_11700_cov_40.796138__full,3600619.0
>NODE_4766_length_11700_cov_9.083096__full,3621459.0
>NODE_4772_length_11691_cov_10.574275__full,3613461.2
>NODE_4780_length_11673_cov_8.073008__full,3600289.6
>NODE_4783_length_11668_cov_34.119371__full,3600474.6
>NODE_4789_length_11661_cov_13.667964__full,3600163.2
>NODE_4794_length_11654_cov_7.466984__full,3603812.8
>NODE_4795_length_11647_cov_4.873831__full,3602808.4
>NODE_4797_length_11643_cov_8.494889__full,3594788.6
>NODE_4800_length_11640_cov_26.914479__full,3602917.0
>NODE_4801_length_11640_cov_6.924010__full,3585417.0
>NODE_4802_length_11635_cov_25.711252__full,3594485.0
>NODE_4806_length_11632_cov_23.561693__full,3594850.4
>NODE_4807_length_11632_cov_20.573485__full,3598507.4
>NODE_4809_length_11630_cov_9.300928__full,3595099.0
>NODE_4814_length_11626_cov_8.537434__full,3589153.2
>NODE_4815_length_11625_cov_7.955145__full,3595647.0
>NODE_4817_length_11623_cov_10.771781__full,3596199.6
>NODE_4823_length_11617_cov_13.403369__full,3583299.4
>NODE_4824_length_11611_cov_10.721942__full,3586311.2
>NODE_4828_length_11603_cov_9.682980__full,3575699.6
>NODE_4831_length_11600_cov_9.475002__full,3582561.0
>NODE_4834_length_11588_cov_24.468970__full,3586630.6
>NODE_4835_length_11588_cov_8.627992__full,3590886.6
>NODE_4836_length_11586_cov_10.001915__full,3590348.2
>NODE_4842_length_11581_cov_12.328427__full,3585679.2
>NODE_4843_length_11580_cov_11.861510__full,3576099.0
>NODE_4845_length_11579_cov_7.930575__full,3578799.8
>NODE_4851_length_11574_cov_9.026405__full,3575508.8
>NODE_4853_length_11568_cov_5.691080__full,3579583.6
>NODE_4855_length_11566_cov_12.925438__full,3571078.2
>NODE_4858_length_11558_cov_7.382756__full,3577620.6
>NODE_4863_length_11550_cov_18.536634__full,3568747.0
>NODE_4866_length_11545_cov_35.949939__full,3569934.0
>NODE_4871_length_11534_cov_11.601662__full,3566375.8
>NODE_4875_length_11527_cov_6.454760__full,3567411.4
>NODE_4878_length_11524_cov_7.314136__full,3542889.8
>NODE_4882_length_11520_cov_8.709307__full,3550575.0
>NODE_4892_length_11508_cov_8.868875__full,3572733.6
>NODE_4900_length_11496_cov_39.962885__full,3552588.2
>NODE_4901_length_11494_cov_18.931549__full,3543619.8
>NODE_4902_length_11492_cov_9.022645__full,3550129.4
>NODE_4904_length_11490_cov_6.708191__full,3545188.0
>NODE_4907_length_11481_cov_42.447812__full,3554430.2
>NODE_4915_length_11462_cov_9.617003__full,3556031.4
>NODE_4919_length_11455_cov_8.284783__full,3551719.0
>NODE_4922_length_11453_cov_24.042100__full,3536677.6
>NODE_4925_length_11451_cov_10.038584__full,3543369.2
>NODE_4927_length_11447_cov_8.111738__full,3537733.4
>NODE_4929_length_11445_cov_8.698220__full,3539333.0
>NODE_4933_length_11437_cov_7.040483__full,3532839.4
>NODE_4934_length_11435_cov_8.291020__full,3531479.0
>NODE_4938_length_11421_cov_7.045663__full,3517422.2
